1,93,5
1,195,1
1,245,1
1,259,5
1,276,2
1,293,4
1,323,3
1,349,4
1,358,5
1,361,4
1,416,2
1,429,1
1,436,5
1,484,4
2,150,1
2,181,2
2,221,2
2,240,4
2,258,2
2,274,5
2,331,5
2,337,1
2,341,2
2,387,2
2,392,2
2,428,4
2,439,4
2,444,1
3,152,2
3,165,3
3,233,1
3,438,5
3,457,5
3,465,1
3,475,4
3,480,1
3,481,1
3,482,5
3,484,3
3,490,5
3,491,1
3,497,4
4,58,5
4,106,4
4,149,4
4,241,1
4,243,1
4,249,4
4,275,5
4,278,2
4,292,4
4,300,5
4,314,4
4,332,1
4,391,2
4,418,1
5,95,1
5,100,2
5,181,1
5,258,1
5,274,5
5,311,1
5,331,2
5,333,3
5,387,1
5,392,4
5,397,5
5,425,3
5,428,4
5,444,2
6,34,3
6,52,2
6,64,4
6,66,3
6,70,4
6,78,2
6,92,1
6,109,4
6,156,5
6,167,3
6,169,2
6,184,4
6,224,4
6,414,5
7,74,5
7,125,3
7,141,1
7,222,2
7,236,3
7,279,2
7,306,5
7,348,4
7,366,4
7,400,3
7,402,4
7,405,3
7,406,1
7,419,2
8,28,3
8,49,4
8,81,5
8,133,4
8,177,3
8,230,3
8,254,3
8,338,3
8,351,4
8,362,5
8,395,4
8,411,3
8,412,1
8,493,5
9,11,4
9,53,1
9,91,3
9,100,5
9,192,4
9,226,1
9,263,3
9,294,3
9,318,5
9,335,3
9,365,3
9,450,1
9,461,5
9,476,5
10,91,1
10,174,5
10,184,1
10,192,2
10,226,4
10,243,1
10,244,5
10,263,4
10,294,2
10,318,3
10,327,1
10,333,5
10,335,4
10,365,5
11,18,1
11,88,4
11,192,5
11,243,2
11,244,2
11,263,2
11,309,5
11,318,1
11,327,1
11,335,2
11,365,4
11,445,5
11,456,4
12,43,5
12,82,3
12,91,4
12,113,3
12,192,3
12,226,4
12,243,3
12,244,5
12,294,2
12,318,1
12,327,1
12,335,1
12,365,1
12,479,5
13,117,3
13,253,3
13,288,3
13,311,4
13,333,5
13,337,1
13,341,2
13,387,4
13,392,5
13,404,4
13,425,1
13,428,5
13,434,1
13,444,5
14,61,4
14,118,2
14,128,2
14,137,5
14,144,5
14,161,5
14,239,5
14,251,4
14,277,2
14,280,2
14,285,5
14,333,4
14,423,3
14,487,5
15,25,1
15,84,1
15,103,1
15,112,2
15,116,4
15,162,5
15,163,5
15,173,2
15,183,5
15,196,1
15,201,3
15,208,3
15,354,3
15,452,4
16,77,3
16,205,3
16,247,5
16,250,4
16,319,5
16,329,3
16,342,2
16,373,5
16,375,5
16,399,4
16,455,1
16,471,3
16,485,4
16,499,1
17,29,3
17,207,4
17,247,3
17,290,2
17,304,3
17,350,1
17,357,3
17,370,2
17,387,5
17,409,1
17,418,2
17,427,4
17,435,3
17,442,3
18,36,2
18,53,1
18,91,4
18,100,2
18,141,5
18,192,2
18,226,4
18,243,2
18,244,1
18,318,1
18,327,1
18,380,1
18,494,1
19,90,2
19,110,1
19,174,5
19,269,2
19,284,3
19,287,2
19,343,3
19,345,1
19,347,1
19,354,5
19,367,4
19,390,3
19,413,2
19,463,1
20,22,3
20,23,1
20,72,4
20,171,5
20,223,2
20,242,5
20,299,2
20,304,4
20,350,1
20,370,1
20,385,4
20,427,2
20,435,1
20,442,4
21,102,2
21,172,4
21,282,3
21,290,2
21,329,5
21,350,1
21,372,5
21,374,3
21,375,4
21,399,1
21,455,1
21,471,4
21,485,4
21,495,1
22,128,5
22,171,2
22,207,5
22,209,2
22,247,3
22,304,1
22,357,2
22,364,2
22,409,4
22,418,5
22,427,4
22,435,1
22,442,2
23,65,1
23,110,3
23,156,5
23,165,1
23,269,5
23,287,2
23,301,3
23,303,3
23,343,4
23,347,5
23,354,4
23,367,4
23,413,1
24,141,5
24,166,2
24,236,5
24,306,5
24,336,2
24,348,2
24,366,2
24,375,1
24,376,3
24,400,4
24,402,1
24,406,2
24,419,1
24,444,3
25,75,1
25,84,3
25,85,1
25,112,1
25,116,1
25,162,5
25,163,5
25,173,5
25,183,2
25,196,3
25,201,4
25,208,2
25,497,3
26,46,1
26,61,2
26,71,5
26,92,4
26,118,1
26,126,2
26,137,1
26,161,4
26,220,4
26,239,2
26,251,1
26,277,2
26,285,1
26,337,1
27,222,3
27,284,1
27,377,4
27,420,3
27,432,5
27,438,3
27,475,4
27,481,1
27,482,2
27,483,3
27,484,2
27,490,2
27,491,2
27,497,5
28,155,4
28,189,1
28,230,2
28,254,5
28,286,5
28,313,3
28,351,5
28,362,5
28,372,5
28,383,3
28,395,5
28,411,1
28,412,4
29,58,3
29,137,4
29,179,2
29,191,5
29,223,1
29,350,3
29,357,1
29,370,3
29,409,3
29,418,3
29,427,4
29,435,3
29,442,4
30,42,5
30,86,4
30,88,2
30,102,4
30,159,4
30,319,5
30,322,5
30,329,4
30,342,5
30,374,3
30,471,5
30,480,1
30,485,1
30,499,1
31,46,4
31,130,2
31,134,5
31,160,1
31,249,1
31,275,1
31,278,4
31,300,2
31,310,3
31,314,5
31,332,3
31,346,1
31,391,5
31,417,1
32,159,2
32,203,1
32,268,1
32,308,4
32,309,1
32,339,1
32,352,2
32,378,3
32,407,3
32,447,3
32,463,5
32,468,2
32,474,1
32,495,3
33,122,5
33,127,5
33,146,1
33,151,4
33,157,1
33,185,4
33,200,4
33,215,4
33,218,3
33,231,1
33,255,2
33,257,4
33,302,2
33,324,5
34,49,2
34,52,4
34,67,3
34,70,4
34,78,2
34,92,4
34,156,1
34,158,2
34,167,2
34,184,2
34,224,2
