1,69,3
1,182,3
1,276,5
1,293,3
1,321,3
1,323,2
1,410,2
1,416,6
1,429,6
1,436,6
1,499,4
2,60,6
2,139,4
2,253,4
2,294,6
2,300,3
2,311,4
2,331,2
2,346,4
2,354,5
2,387,1
2,425,3
2,428,3
2,453,3
2,488,5
3,50,6
3,125,3
3,280,3
3,286,6
3,361,1
3,420,4
3,468,6
3,475,6
3,481,4
3,482,1
3,484,2
3,490,3
3,491,2
3,497,3
4,31,5
4,114,1
4,134,3
4,177,5
4,229,5
4,267,3
4,292,2
4,300,5
4,310,6
4,391,3
4,413,4
4,444,5
4,449,5
4,482,6
5,13,5
5,181,6
5,198,2
5,260,5
5,274,3
5,337,6
5,341,6
5,346,3
5,387,3
5,425,1
5,428,3
5,451,5
5,453,4
5,490,6
6,112,6
6,163,4
6,173,5
6,196,5
6,201,4
6,208,3
6,258,3
6,260,5
6,263,4
6,277,3
6,335,1
6,415,3
6,467,2
6,488,2
7,20,3
7,132,1
7,187,1
7,237,6
7,278,6
7,279,3
7,336,4
7,348,4
7,400,5
7,402,1
7,405,5
7,406,5
7,419,2
7,441,3
8,56,3
8,71,3
8,86,6
8,138,1
8,254,6
8,296,2
8,338,6
8,351,3
8,355,3
8,362,1
8,383,3
8,395,1
8,411,2
8,412,3
9,45,5
9,80,2
9,81,5
9,122,4
9,141,3
9,157,2
9,192,5
9,211,3
9,218,4
9,226,1
9,231,5
9,255,6
9,266,2
9,302,6
10,18,4
10,43,1
10,88,4
10,192,3
10,236,1
10,243,6
10,263,3
10,265,3
10,280,1
10,318,6
10,327,2
10,366,6
10,385,6
10,424,2
11,18,6
11,91,6
11,130,4
11,243,4
11,263,1
11,280,6
11,298,3
11,318,3
11,327,1
11,332,5
11,366,4
11,389,2
11,424,5
11,465,5
12,123,4
12,172,2
12,188,5
12,279,2
12,307,1
12,322,5
12,372,2
12,399,4
12,434,6
12,436,5
12,455,3
12,480,5
12,485,5
12,499,5
13,66,5
13,198,6
13,258,4
13,267,1
13,274,4
13,331,6
13,337,3
13,346,2
13,354,2
13,387,4
13,428,5
13,453,4
13,458,2
14,26,5
14,61,5
14,71,6
14,128,4
14,136,4
14,137,3
14,144,4
14,168,1
14,220,1
14,239,3
14,254,3
14,285,3
14,446,5
14,465,6
15,47,4
15,112,4
15,163,5
15,173,1
15,196,3
15,201,5
15,208,2
15,260,3
15,268,4
15,277,6
15,335,2
15,415,4
15,476,6
15,488,2
16,90,1
16,112,1
16,188,3
16,189,6
16,230,3
16,319,5
16,322,3
16,329,5
16,372,1
16,455,3
16,471,5
16,480,1
16,485,3
16,499,6
17,103,5
17,113,6
17,179,3
17,242,3
17,248,4
17,261,5
17,350,6
17,358,2
17,370,5
17,389,2
